정보공시 학교코드,시도교육청,교육지원청,지역,학교명,설립구분,점검영역_총개수,미관리_영역수,관리_영역수,최근점검일,평균점검일,점검경과일_평균,점검경과일_최근,학교급,환경_부적합_수,환경_미실시_수,환경_위험항목_수,학생수,환경위험_log,미관리_norm,환경위험_norm,경과일_norm,위험도_점수,위험군,우선순위_점수
S010001946,서울특별시교육청,서울특별시서부교육지원청,서울특별시 서대문구,연북중학교,공립,6,0,6,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,16.0,16.0,218.0,2.833213344056216,0.0,0.7486975067691373,0.0659340659340659,28.8740545860928,고위험,184.478405881184
S050001285,광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,신용초등학교,공립,6,0,6,2025-02-28,2025-01-22 12:00:00.000000,159.0,123.0,초,0.0,8.0,8.0,1050.0,2.19722457733622,0.0,0.5806327879665873,0.0989010989010989,23.182117926275215,고위험,184.47164244969449
S060000308,대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전석봉초등학교,공립,6,1,5,2025-02-25,2025-02-11 04:48:00.000000,139.0,126.0,초,0.0,12.0,12.0,88.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.0439560439560439,33.606669353344174,고위험,184.4547876783273
S090006123,경기도교육청,경기도시흥교육지원청,경기도 시흥시,배곧라온초등학교,공립,6,0,6,2025-02-26,2025-02-12 12:00:00.000000,138.0,125.0,초,0.0,8.0,8.0,1471.0,2.19722457733622,0.0,0.5806327879665873,0.0412087912087912,22.228464080121373,고위험,184.3712678642157
S090000471,경기도교육청,경기도안산교육지원청,경기도 안산시 단원구,고잔고등학교,공립,6,0,6,2025-02-27,2025-02-22 12:00:00.000000,128.0,124.0,고,0.0,10.0,10.0,862.0,2.3978952727983707,0.0,0.6336614981727329,0.0137362637362637,23.742238636750557,고위험,184.2496175158476
S110000387,충청북도교육청,충청북도단양교육지원청,충청북도 단양군,매포초등학교,공립,6,0,6,2025-02-27,2024-12-15 16:00:00.000000,197.0,124.0,초,0.0,19.0,19.0,101.0,2.995732273553991,0.0,0.7916443316431058,0.2032967032967033,32.73841565277016,고위험,184.1526979968324
S150003656,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 북구,포항중앙초등학교,공립,6,0,6,2025-02-25,2025-02-10 12:00:00.000000,140.0,126.0,초,0.0,9.0,9.0,977.0,2.302585092994046,0.0,0.6084750807294722,0.0467032967032967,23.35251574037621,고위험,184.14648869037688
S150003526,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 남구,상도중학교,공립,6,0,6,2025-02-26,2025-02-07 12:00:00.000000,143.0,125.0,중,0.0,18.0,18.0,177.0,2.9444389791664403,0.0,0.7780897005728759,0.0549450549450549,29.78315054650118,고위험,184.1129901242337
S090001396,경기도교육청,경기도군포의왕교육지원청,경기도 군포시,둔전초등학교,공립,6,0,6,2025-02-17,2025-01-03 04:00:00.000000,178.0,134.0,초,0.0,9.0,9.0,565.0,2.302585092994046,0.0,0.6084750807294722,0.1510989010989011,25.078175081035543,고위험,184.0385471418301
S010000593,서울특별시교육청,서울특별시교육청,서울특별시 송파구,서울인공지능고등학교,공립,6,1,5,2025-02-27,2025-02-14 00:00:00.000000,137.0,124.0,고,0.0,6.0,6.0,299.0,1.9459101490553128,0.1666666666666666,0.5142210981219936,0.0384615384615384,27.44518084874308,고위험,183.98652238757384
S130000388,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 익산시,이리고등학교,공립,6,0,6,2025-02-22,2024-11-10 20:00:00.000000,232.0,129.0,고,0.0,6.0,6.0,776.0,1.9459101490553128,0.0,0.5142210981219936,0.2994505494505494,24.032662533724764,고위험,183.9806144874453
S160003466,경상남도교육청,창원교육지원청,경상남도 창원시 진해구,진해냉천초등학교,공립,6,0,6,2025-02-24,2025-02-12 08:00:00.000000,138.0,127.0,초,0.0,9.0,9.0,999.0,2.302585092994046,0.0,0.6084750807294722,0.0412087912087912,23.26169156455203,고위험,183.94776426764057
S090007319,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,다산한강중학교,공립,6,0,6,2025-02-28,2024-11-18 04:00:00.000000,224.0,123.0,중,0.0,6.0,6.0,871.0,1.9459101490553128,0.0,0.5142210981219936,0.2774725274725275,23.66936583042806,고위험,183.9296576657229
S110000162,충청북도교육청,충청북도교육청,충청북도 제천시,세명고등학교,사립,6,0,6,2025-02-21,2025-02-09 04:00:00.000000,141.0,130.0,고,0.0,11.0,11.0,544.0,2.4849066497880004,0.0,0.6566548958105609,0.0494505494505494,25.1858807659475,고위험,183.87672052211173
S040000618,인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,남동중학교,공립,6,0,6,2025-02-28,2025-02-17 04:00:00.000000,133.0,123.0,중,0.0,10.0,10.0,788.0,2.3978952727983707,0.0,0.6336614981727329,0.0274725274725274,23.969299076310996,고위험,183.86289208884847
S090000590,경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,분당중앙고등학교,공립,6,0,6,2025-02-19,2024-12-29 08:00:00.000000,183.0,132.0,고,0.0,8.0,8.0,710.0,2.19722457733622,0.0,0.5806327879665873,0.1648351648351648,24.27200803616533,고위험,183.6583340232149
S010000998,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,양천중학교,공립,6,0,6,2025-02-06,2024-11-14 08:00:00.000000,228.0,145.0,중,0.0,7.0,7.0,543.0,2.079441541679836,0.0,0.5495077527409008,0.2884615384615384,25.160501934984055,고위험,183.64522664886937
S150002689,경상북도교육청,경상북도영주교육지원청,경상북도 영주시,영주남부초등학교,공립,6,0,6,2025-02-28,2025-02-02 20:00:00.000000,148.0,123.0,초,0.0,13.0,13.0,328.0,2.639057329615259,0.0,0.6973903490356274,0.0686813186813186,27.01545805051432,고위험,183.59861307467463
S160001189,경상남도교육청,김해교육지원청,경상남도 김해시,신어초등학교,공립,6,0,6,2025-02-17,2025-01-24 12:00:00.000000,157.0,134.0,초,0.0,13.0,13.0,296.0,2.639057329615259,0.0,0.6973903490356274,0.0934065934065934,27.42416684172312,고위험,183.57002696832936
S160002355,경상남도교육청,창원교육지원청,경상남도 창원시 성산구,남산중학교,공립,6,0,6,2025-02-26,2025-01-19 16:00:00.000000,162.0,125.0,중,0.0,13.0,13.0,280.0,2.639057329615259,0.0,0.6973903490356274,0.1071428571428571,27.65122728128356,고위험,183.5586537355173
S040000491,인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,인천승학초등학교,공립,6,1,5,2025-02-27,2025-02-26 09:36:00.000000,124.0,124.0,초,0.0,6.0,6.0,341.0,1.9459101490553128,0.1666666666666666,0.5142210981219936,0.0027472527472527,26.854823705885934,고위험,183.54763740691257
S010000700,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,경원중학교,공립,6,0,6,2024-12-31,2024-12-31 00:00:00.000000,182.0,182.0,중,0.0,7.0,7.0,1047.0,2.079441541679836,0.0,0.5495077527409008,0.1620879120879121,23.071545891028013,고위험,183.5258156176567
S150000722,경상북도교육청,경상북도교육청,경상북도 봉화군,한국펫고등학교,사립,6,1,5,2025-02-24,2025-01-13 04:48:00.000000,168.0,127.0,고,0.0,8.0,8.0,128.0,2.19722457733622,0.1666666666666666,0.5806327879665873,0.1236263736263736,31.31749338415068,고위험,183.5146362059608
S060001114,대전광역시교육청,대전광역시서부교육지원청,대전광역시 유성구,대전반석초등학교,공립,6,0,6,2025-02-28,2025-02-23 20:00:00.000000,127.0,123.0,초,0.0,9.0,9.0,1166.0,2.302585092994046,0.0,0.6084750807294722,0.0109890109890109,22.76215859751907,고위험,183.5128845776977
S160001358,경상남도교육청,창원교육지원청,경상남도 창원시 마산회원구,구암중학교,공립,6,0,6,2025-02-28,2025-01-18 16:00:00.000000,163.0,123.0,중,0.0,12.0,12.0,330.0,2.5649493574615367,0.0,0.6778067712229614,0.1098901098901098,26.969892796567617,고위험,183.45240337348207
S140000868,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,목포임성초등학교,공립,6,1,5,2025-02-19,2024-11-24 00:00:00.000000,219.0,132.0,초,0.0,8.0,8.0,85.0,2.19722457733622,0.1666666666666666,0.5806327879665873,0.2637362637362637,33.63350986766716,고위험,183.448843610226
S090000956,경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,고양제일중학교,사립,6,0,6,2024-12-22,2024-12-14 04:00:00.000000,198.0,191.0,중,0.0,7.0,7.0,818.0,2.079441541679836,0.0,0.5495077527409008,0.206043956043956,23.79813929762142,고위험,183.43805874531395
S110000238,충청북도교육청,충청북도교육청,충청북도 청주시 서원구,청주하이텍고등학교,공립,6,0,6,2025-02-27,2024-12-05 04:00:00.000000,207.0,124.0,고,0.0,9.0,9.0,382.0,2.302585092994046,0.0,0.6084750807294722,0.2307692307692307,26.3951256304861,고위험,183.39425642443624
S130000558,전북특별자치도교육청,전북특별자치도군산교육지원청,전북특별자치도 군산시,군산중학교,공립,6,0,6,2025-02-28,2025-01-09 08:00:00.000000,172.0,123.0,중,0.0,9.0,9.0,596.0,2.302585092994046,0.0,0.6084750807294722,0.1346153846153846,24.805702553563023,고위험,183.3616972154091
S070000128,울산광역시교육청,울산광역시교육청,울산광역시 북구,효정고등학교,공립,6,0,6,2025-02-28,2025-02-08 04:00:00.000000,142.0,123.0,고,0.0,12.0,12.0,422.0,2.5649493574615367,0.0,0.6778067712229614,0.0521978021978022,26.01623895041377,고위험,183.3461185825661
S040000283,인천광역시교육청,인천광역시교육청,인천광역시 연수구,인천해양과학고등학교,공립,6,0,6,2024-12-26,2024-12-03 12:00:00.000000,209.0,187.0,고,0.0,9.0,9.0,372.0,2.302585092994046,0.0,0.6084750807294722,0.2362637362637362,26.485949806310277,고위험,183.3245786031265
S050001229,광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,산정초등학교,공립,6,0,6,2025-02-26,2025-02-24 04:00:00.000000,126.0,125.0,초,0.0,9.0,9.0,1171.0,2.302585092994046,0.0,0.6084750807294722,0.0082417582417582,22.716746509606978,고위험,183.2438853887187
S090003795,경기도교육청,경기도이천교육지원청,경기도 이천시,진가초등학교,공립,6,1,5,2025-02-28,2025-02-20 00:00:00.000000,131.0,123.0,초,0.0,20.0,20.0,45.0,3.044522437723423,0.1666666666666666,0.8045374921052874,0.0219780219780219,37.94634970199058,고위험,183.22931501668336
S130001072,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,봉성초등학교,공립,6,2,4,2025-02-25,2025-02-08 12:00:00.000000,142.0,126.0,초,0.0,7.0,7.0,53.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.0521978021978022,36.70839570787783,고위험,183.13760056157096
S090003506,경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,용인대일초등학교,공립,6,0,6,2025-02-25,2025-02-05 08:00:00.000000,145.0,126.0,초,0.0,12.0,12.0,403.0,2.5649493574615367,0.0,0.6778067712229614,0.0604395604395604,26.152475214150037,고위험,183.10432905986028
S170000219,제주특별자치도교육청,제주시교육지원청,제주특별자치도 제주시,더럭초등학교,공립,6,1,5,2024-12-27,2024-12-12 00:00:00.000000,201.0,186.0,초,0.0,10.0,10.0,70.0,2.3978952727983707,0.1666666666666666,0.6336614981727329,0.2142857142857142,34.78398772099964,고위험,183.056992222557
S130000932,전북특별자치도교육청,전북특별자치도부안교육지원청,전북특별자치도 부안군,하서중학교,공립,6,3,3,2025-02-14,2025-01-21 08:00:00.000000,160.0,137.0,중,0.0,8.0,8.0,18.0,2.19722457733622,0.5,0.5806327879665873,0.1016483516483516,46.40753001418731,고위험,183.0516703147969
S020000799,부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,혜화여자중학교,사립,6,1,5,2025-02-27,2025-02-18 19:12:00.000000,132.0,124.0,중,0.0,7.0,7.0,223.0,2.079441541679836,0.1666666666666666,0.5495077527409008,0.0247252747252747,28.527608162090285,고위험,182.90892624133377
S050001133,광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,봉산중학교,공립,6,0,6,2024-12-19,2024-12-08 16:00:00.000000,204.0,194.0,중,0.0,8.0,8.0,514.0,2.19722457733622,0.0,0.5806327879665873,0.2225274725274725,25.225661882319176,고위험,182.73890485523145
S140002016,전라남도교육청,전라남도진도교육지원청,전라남도 진도군,의신중학교,사립,6,1,5,2024-12-11,2024-08-31 00:00:00.000000,304.0,202.0,중,0.0,16.0,16.0,23.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.4972527472527472,43.73041905495726,고위험,182.70804483528497
S040000782,인천광역시교육청,인천광역시북부교육지원청,인천광역시 계양구,북인천여자중학교,공립,6,0,6,2025-02-24,2025-01-03 04:00:00.000000,178.0,127.0,중,0.0,10.0,10.0,412.0,2.3978952727983707,0.0,0.6336614981727329,0.1510989010989011,26.012843032354947,고위험,182.69983978166653
S090005651,경기도교육청,경기도화성오산교육지원청,경기도 화성시 만세구,한울초등학교,공립,6,0,6,2024-11-28,2024-11-28 00:00:00.000000,215.0,215.0,초,0.0,6.0,6.0,940.0,1.9459101490553128,0.0,0.5142210981219936,0.2527472527472527,23.260657039219268,고위험,182.52505317615
S040000511,인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,인천주안북초등학교,공립,6,0,6,2024-12-27,2024-12-24 16:00:00.000000,188.0,186.0,초,0.0,10.0,10.0,362.0,2.3978952727983707,0.0,0.6336614981727329,0.1785714285714285,26.466963911475823,고위험,182.4739110056645
S010002340,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,덕성여자중학교,사립,6,1,5,2025-02-07,2025-02-07 00:00:00.000000,144.0,144.0,중,0.0,8.0,8.0,152.0,2.19722457733622,0.1666666666666666,0.5806327879665873,0.0576923076923076,30.227603274260566,고위험,182.28568505790707
S140001991,전라남도교육청,전라남도장흥교육지원청,전라남도 장흥군,장흥남초등학교,공립,6,2,4,2025-02-24,2025-02-13 18:00:00.000000,137.0,127.0,초,0.0,9.0,9.0,40.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0384615384615384,38.66961280997327,고위험,182.2720067713611
S040000679,인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천청학초등학교,공립,6,0,6,2025-02-25,2025-01-30 00:00:00.000000,152.0,126.0,초,0.0,11.0,11.0,443.0,2.4849066497880004,0.0,0.6566548958105609,0.0796703296703296,25.685413732980468,고위험,182.2591896627168
S060000167,대전광역시교육청,대전광역시교육청,대전광역시 유성구,대덕고등학교,공립,6,0,6,2025-02-25,2025-01-27 20:00:00.000000,154.0,126.0,고,0.0,10.0,10.0,549.0,2.3978952727983707,0.0,0.6336614981727329,0.0851648351648351,24.92295292246484,고위험,182.1847491153047
S130000472,전북특별자치도교육청,전북특별자치도고창교육지원청,전북특별자치도 고창군,상하중학교,공립,6,2,4,2024-11-27,2024-11-27 00:00:00.000000,216.0,216.0,중,0.0,11.0,11.0,22.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.2554945054945055,44.04512069268743,고위험,182.14834186451012
S090000763,경기도교육청,경기도이천교육지원청,경기도 이천시,이천양정여자고등학교,사립,6,0,6,2025-02-25,2025-01-09 20:00:00.000000,172.0,126.0,고,0.0,8.0,8.0,781.0,2.19722457733622,0.0,0.5806327879665873,0.1346153846153846,23.77247506913237,고위험,182.14125080292703
S150001714,경상북도교육청,경상북도김천교육지원청,경상북도 김천시,운곡초등학교,공립,6,0,6,2025-02-28,2025-02-07 00:00:00.000000,144.0,123.0,초,2.0,7.0,9.0,844.0,2.302585092994046,0.0,0.6084750807294722,0.0576923076923076,23.53416409202456,고위험,182.13881815163967
S150000798,경상북도교육청,경상북도교육청,경상북도 구미시,도개고등학교,사립,6,0,6,2025-02-20,2025-02-19 00:00:00.000000,132.0,131.0,고,0.0,13.0,13.0,374.0,2.639057329615259,0.0,0.6973903490356274,0.0247252747252747,26.28886464392092,고위험,182.1010206951892
S130000575,전북특별자치도교육청,전북특별자치도군산교육지원청,전북특별자치도 군산시,군산구암초등학교,공립,6,0,6,2025-02-25,2025-02-14 00:00:00.000000,137.0,126.0,초,0.0,14.0,14.0,296.0,2.70805020110221,0.0,0.7156222237991322,0.0384615384615384,27.192509955955025,고위험,182.01937782688853
S120000902,충청남도교육청,충청남도당진교육지원청,충청남도 당진시,서정초등학교,공립,6,0,6,2025-02-21,2024-12-17 20:00:00.000000,195.0,130.0,초,0.0,8.0,8.0,562.0,2.19722457733622,0.0,0.5806327879665873,0.1978021978021978,24.816953091110385,고위험,181.9896565355381
S040000510,인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,인천주안남초등학교,공립,6,0,6,2025-02-24,2025-02-13 12:00:00.000000,137.0,127.0,초,0.0,12.0,12.0,426.0,2.5649493574615367,0.0,0.6778067712229614,0.0384615384615384,25.78917851085333,고위험,181.98866262968895
S070000182,울산광역시교육청,울산광역시강남교육지원청,울산광역시 울주군,반천초등학교,공립,6,0,6,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,초,0.0,29.0,29.0,85.0,3.4011973816621555,0.0,0.8987914747127659,0.0,33.35415162659074,고위험,181.92512674332477
S160002236,경상남도교육청,창녕교육지원청,경상남도 창녕군,남지여자중학교,사립,6,0,6,2025-02-14,2025-01-27 20:00:00.000000,154.0,137.0,중,0.0,16.0,16.0,186.0,2.833213344056216,0.0,0.7486975067691373,0.0851648351648351,29.191939201477407,고위험,181.8981439010211
S090003915,경기도교육청,경기도파주교육지원청,경기도 파주시,탄현초등학교,공립,6,2,4,2025-02-28,2025-02-17 12:00:00.000000,133.0,123.0,초,0.0,10.0,10.0,36.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0274725274725274,39.42263240964433,고위험,181.77452194121776
S090001309,경기도교육청,경기도광주하남교육지원청,경기도 하남시,신장초등학교,공립,6,0,6,2025-02-20,2025-02-15 00:00:00.000000,136.0,131.0,초,0.0,9.0,9.0,938.0,2.302585092994046,0.0,0.6084750807294722,0.0357142857142857,23.170867388727856,고위험,181.77117915777424
S100001093,강원특별자치도교육청,강원특별자치도양구교육지원청,강원특별자치도 양구군,석천중학교,공립,6,0,6,2025-02-24,2024-12-21 00:00:00.000000,192.0,127.0,중,0.0,12.0,12.0,226.0,2.5649493574615367,0.0,0.6778067712229614,0.1895604395604395,28.286843346018166,고위험,181.74155465049316
S040002024,인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천청라중학교,공립,6,0,6,2025-02-25,2025-02-01 00:00:00.000000,150.0,126.0,중,0.0,8.0,8.0,1073.0,2.19722457733622,0.0,0.5806327879665873,0.0741758241758241,22.77340913506643,고위험,181.71233989727415
S160000761,경상남도교육청,거제교육지원청,경상남도 거제시,옥포중학교,공립,6,0,6,2024-12-30,2024-12-19 20:00:00.000000,193.0,183.0,중,0.0,7.0,7.0,818.0,2.079441541679836,0.0,0.5495077527409008,0.1923076923076923,23.571078858060982,고위험,181.68785778506543
S030000330,대구광역시교육청,대구광역시교육청,대구광역시 달성군,심인고등학교,사립,6,0,6,2025-02-26,2025-01-22 16:00:00.000000,159.0,125.0,고,0.0,9.0,9.0,664.0,2.302585092994046,0.0,0.6084750807294722,0.0989010989010989,24.21534541070588,고위험,181.60993369621715
S100001122,강원특별자치도교육청,강원특별자치도양구교육지원청,강원특별자치도 양구군,죽리초등학교,공립,6,1,5,2024-12-10,2024-12-07 09:36:00.000000,205.0,203.0,초,0.0,9.0,9.0,75.0,2.302585092994046,0.1666666666666666,0.6084750807294722,0.2252747252747252,34.03096812132859,고위험,181.4100163665876
S090003261,경기도교육청,경기도양평교육지원청,경기도 양평군,용문초등학교,공립,6,1,5,2025-02-25,2025-01-19 19:12:00.000000,162.0,126.0,초,0.0,13.0,13.0,61.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.1071428571428571,35.37789394795022,고위험,181.38721653101425
S130000613,전북특별자치도교육청,전북특별자치도군산교육지원청,전북특별자치도 군산시,성산초등학교,공립,6,2,4,2025-02-06,2025-02-04 12:00:00.000000,146.0,145.0,초,0.0,9.0,9.0,37.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0631868131868131,39.07832160118207,고위험,181.2290834029786
S010005213,서울특별시교육청,서울특별시서부교육지원청,서울특별시 은평구,서울연광초등학교,공립,7,0,7,2025-02-25,2025-02-18 17:08:34.285714,132.0,126.0,초,0.0,19.0,19.0,160.0,2.995732273553991,0.0,0.7916443316431058,0.0247252747252747,29.786629938484445,고위험,181.1445413260762
S090005707,경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,성사중학교,공립,6,0,6,2024-12-12,2024-11-29 12:00:00.000000,213.0,201.0,중,0.0,8.0,8.0,430.0,2.19722457733622,0.0,0.5806327879665873,0.2472527472527472,25.634370673527968,고위험,181.13523400093425
S090007524,경기도교육청,경기도평택교육지원청,경기도 평택시,배다리초등학교,공립,6,0,6,2025-02-27,2025-01-29 12:00:00.000000,152.0,124.0,초,0.0,11.0,11.0,423.0,2.4849066497880004,0.0,0.6566548958105609,0.0796703296703296,25.685413732980468,고위험,181.0753205048668
S100000775,강원특별자치도교육청,강원특별자치도동해교육지원청,강원특별자치도 동해시,예람중학교,공립,6,0,6,2025-02-20,2025-01-27 08:00:00.000000,154.0,131.0,중,0.0,10.0,10.0,523.0,2.3978952727983707,0.0,0.6336614981727329,0.0851648351648351,24.92295292246484,고위험,180.97781539520324
S100000454,강원특별자치도교육청,강원특별자치도교육청,강원특별자치도 양구군,양구고등학교,공립,6,0,6,2025-02-24,2025-02-02 08:00:00.000000,148.0,127.0,고,0.0,16.0,16.0,191.0,2.833213344056216,0.0,0.7486975067691373,0.0686813186813186,28.91946667400488,고위험,180.9634288740972
S120000238,충청남도교육청,충청남도교육청,충청남도 천안시 동남구,천안고등학교,사립,6,0,6,2024-12-31,2024-12-12 00:00:00.000000,201.0,182.0,고,0.0,6.0,6.0,1093.0,1.9459101490553128,0.0,0.5142210981219936,0.2142857142857142,22.62488780845004,고위험,180.9447118522768
S130001722,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,마령초등학교,공립,6,2,4,2025-02-14,2024-12-22 00:00:00.000000,191.0,137.0,초,0.0,6.0,6.0,44.0,1.9459101490553128,0.3333333333333333,0.5142210981219936,0.1868131868131868,37.62410026266249,고위험,180.84635144389745
S150003640,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 북구,창포초등학교,공립,6,0,6,2025-02-05,2025-02-04 00:00:00.000000,147.0,146.0,초,0.0,10.0,10.0,569.0,2.3978952727983707,0.0,0.6336614981727329,0.0659340659340659,24.605068307080224,고위험,180.7398844171598
S140001394,전라남도교육청,전라남도여수교육지원청,전라남도 여수시,관기초등학교,공립,6,0,6,2025-02-10,2024-12-04 00:00:00.000000,209.0,141.0,초,0.0,10.0,10.0,267.0,2.3978952727983707,0.0,0.6336614981727329,0.2362637362637362,27.42061775762967,고위험,180.72893463810195
S040000666,인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천약산초등학교,공립,6,0,6,2025-02-27,2024-12-24 08:00:00.000000,188.0,124.0,초,0.0,8.0,8.0,587.0,2.19722457733622,0.0,0.5806327879665873,0.1785714285714285,24.49906847572577,고위험,180.7229386233
S100001219,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,연당초등학교,공립,6,1,5,2025-02-27,2024-12-02 19:12:00.000000,210.0,124.0,초,0.0,19.0,19.0,29.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.239010989010989,41.05543946229397,고위험,180.69309266443736
S090002523,경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,효원초등학교,공립,6,0,6,2025-02-17,2025-01-06 00:00:00.000000,176.0,134.0,초,0.0,14.0,14.0,187.0,2.70805020110221,0.0,0.7156222237991322,0.1456043956043956,28.963581384526453,고위험,180.62969434030117
S160000718,경상남도교육청,경상남도교육청,경상남도 하동군,하동고등학교,공립,6,0,6,2025-02-18,2024-11-20 16:00:00.000000,222.0,133.0,고,0.0,11.0,11.0,191.0,2.4849066497880004,0.0,0.6566548958105609,0.2719780219780219,28.864259886826616,고위험,180.6179726588247
S160000513,경상남도교육청,경상남도교육청,경상남도 김해시,김해여자고등학교,공립,6,0,6,2025-02-25,2024-12-28 12:00:00.000000,184.0,126.0,고,0.0,8.0,8.0,616.0,2.19722457733622,0.0,0.5806327879665873,0.1675824175824175,24.31742012407742,고위험,180.55365942055596
S130001712,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,부귀중학교,공립,6,2,4,2025-02-25,2025-02-12 18:00:00.000000,138.0,126.0,중,0.0,9.0,9.0,38.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0412087912087912,38.71502489788536,고위험,180.5499052427325
S160001782,경상남도교육청,양산교육지원청,경상남도 양산시,물금동아중학교,사립,6,0,6,2025-02-28,2025-02-01 00:00:00.000000,150.0,123.0,중,0.0,9.0,9.0,721.0,2.302585092994046,0.0,0.6084750807294722,0.0741758241758241,23.806636619497088,고위험,180.50251732151344
S100002227,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,오안초등학교,공립,6,2,4,2025-02-28,2025-02-14 18:00:00.000000,136.0,123.0,초,0.0,11.0,11.0,31.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.0357142857142857,40.4121536597204,고위험,180.47000550767277
S040001706,인천광역시교육청,인천광역시교육청,인천광역시 계양구,안남고등학교,공립,6,0,6,2025-02-27,2025-02-04 00:00:00.000000,147.0,124.0,고,0.0,10.0,10.0,561.0,2.3978952727983707,0.0,0.6336614981727329,0.0659340659340659,24.605068307080224,고위험,180.3921038101193
S010002009,서울특별시교육청,서울특별시서부교육지원청,서울특별시 은평구,서울응암초등학교,공립,6,0,6,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,초,0.0,10.0,10.0,784.0,2.3978952727983707,0.0,0.6336614981727329,0.0,23.515178197190117,고위험,180.25991862695213
S160000677,경상남도교육청,경상남도교육청,경상남도 창녕군,창녕고등학교,사립,6,1,5,2025-02-27,2025-01-07 14:24:00.000000,174.0,124.0,고,0.0,7.0,7.0,136.0,2.079441541679836,0.1666666666666666,0.5495077527409008,0.1401098901098901,30.434915854397985,고위험,180.17412133722004
S060000482,대전광역시교육청,대전광역시서부교육지원청,대전광역시 유성구,성덕중학교,사립,6,1,5,2025-02-28,2025-02-23 04:48:00.000000,127.0,123.0,중,0.0,6.0,6.0,290.0,1.9459101490553128,0.1666666666666666,0.5142210981219936,0.0109890109890109,26.9910599696222,고위험,180.1200685009009
S110000903,충청북도교육청,충청북도청주교육지원청,충청북도 청주시 서원구,수곡중학교,공립,6,0,6,2025-02-24,2025-01-21 00:00:00.000000,161.0,127.0,중,0.0,10.0,10.0,461.0,2.3978952727983707,0.0,0.6336614981727329,0.1043956043956044,25.24083753784945,고위험,180.1076341565766
S120002531,충청남도교육청,충청남도교육청,충청남도 천안시 서북구,천안신당고등학교,공립,6,0,6,2025-02-25,2025-01-31 20:00:00.000000,150.0,126.0,고,0.0,8.0,8.0,998.0,2.19722457733622,0.0,0.5806327879665873,0.0741758241758241,22.77340913506643,고위험,180.06376150480511
S090006913,경기도교육청,경기도광주하남교육지원청,경기도 하남시,미사초등학교,공립,6,0,6,2025-02-26,2025-02-11 08:00:00.000000,139.0,125.0,초,0.0,9.0,9.0,830.0,2.302585092994046,0.0,0.6084750807294722,0.0439560439560439,23.30710365246412,고위험,179.99213309830367
S010000927,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울성내초등학교,공립,7,0,7,2025-02-20,2025-02-03 13:42:51.428571,147.0,131.0,초,0.0,9.0,9.0,737.0,2.302585092994046,0.0,0.6084750807294722,0.0659340659340659,23.670400355760822,고위험,179.98839461100837
